,Symbol,Description,Category2,Category3,Sector,Market cap,Dividend yield,Country,Action
753,DBX,Dropbox Inc Class A,Common stocks,Mid cap,Information Technology,"$7,765,984,413",0.00%,USA,Analyze
754,RNR,Renaissancere Holding Ltd,Common stocks,Mid cap,Financials,"$7,765,394,889",0.85%,USA,Analyze
755,LFUS,Littelfuse Inc,Common stocks,Mid cap,Information Technology,"$7,737,166,001",0.64%,USA,Analyze
756,LITE,Lumentum Holdings Inc,Common stocks,Mid cap,Information Technology,"$7,735,377,000",0.00%,USA,Analyze
757,AZTA,"Azenta, Inc.",Common stocks,Mid cap,Information Technology,"$7,707,805,361",0.39%,USA,Analyze
758,PLNT,Planet Fitness Inc Class A,Common stocks,Mid cap,Consumer Discretionary,"$7,666,032,997",0.00%,USA,Analyze
759,MRTX,Mirati Therapeutics Inc,Common stocks,Mid cap,Health Care,"$7,649,664,285",0.00%,USA,Analyze
760,OGN,Organon & Co.,Common stocks,Mid cap,Health Care,"$7,629,320,373",1.85%,USA,Analyze
761,PBCT,Peoples United Financial Inc,Common stocks,Mid cap,Financials,"$7,627,316,560",4.02%,USA,Analyze
762,NLSN,Nielsen Holdings Plc,Common stocks,Mid cap,Industrials,"$7,612,851,045",1.13%,USA,Analyze
763,OLED,Universal Display Corp,Common stocks,Mid cap,Information Technology,"$7,603,727,177",0.49%,USA,Analyze
764,FCNCA,First Citizens Bancshares Inc Class A,Common stocks,Mid cap,Financials,"$7,580,116,342",0.22%,USA,Analyze
765,OSK,Oshkosh Corp,Common stocks,Mid cap,Industrials,"$7,566,643,337",1.21%,USA,Analyze
766,NVST,Envista Holdings Corporation,Common stocks,Mid cap,Health Care,"$7,542,356,632",0.00%,USA,Analyze
767,BC,Brunswick Corp,Common stocks,Mid cap,Consumer Discretionary,"$7,520,649,246",1.30%,USA,Analyze
768,AYI,Acuity Brands Inc,Common stocks,Mid cap,Industrials,"$7,518,362,662",0.24%,USA,Analyze
769,OGE,OGE Energy Corp,Common stocks,Mid cap,Utilities,"$7,508,540,281",4.23%,USA,Analyze
770,ORI,Old Republic International Corp,Common stocks,Mid cap,Financials,"$7,497,153,284",3.40%,USA,Analyze
771,BFAM,Bright Horizons Family Solutions,Common stocks,Mid cap,Consumer Discretionary,"$7,490,606,117",0.00%,USA,Analyze
772,COR,CoreSite Realty Corporation,REITs,Mid cap,Real Estate,"$7,487,535,915",4.38%,USA,Analyze
773,AN,AutoNation Inc,Common stocks,Mid cap,Consumer Discretionary,"$7,429,404,004",0.00%,USA,Analyze
774,VOYA,Voya Financial Inc,Common stocks,Mid cap,Financials,"$7,413,335,345",1.04%,USA,Analyze
775,HTA,"Healthcare Trust of America, Inc",REITs,Mid cap,Real Estate,"$7,404,701,560",3.77%,USA,Analyze
776,AXTA,Axalta Coating Systems Ltd,Common stocks,Mid cap,Materials,"$7,403,138,253",0.00%,USA,Analyze
777,SF,Stifel Financial Corp,Common stocks,Mid cap,Financials,"$7,396,011,199",0.84%,USA,Analyze
778,MAT,Mattel Inc,Common stocks,Mid cap,Consumer Discretionary,"$7,395,703,640",0.00%,USA,Analyze
779,GMED,Globus Medical Inc Class A,Common stocks,Mid cap,Health Care,"$7,384,188,357",0.00%,USA,Analyze
780,HII,Huntington Ingalls Industries Inc,Common stocks,Mid cap,Industrials,"$7,378,434,612",2.48%,USA,Analyze
781,RGA,Reinsurance Group Of America Inc,Common stocks,Mid cap,Financials,"$7,370,444,464",2.60%,USA,Analyze
782,BRX,Brixmor Property Group Inc,REITs,Mid cap,Real Estate,"$7,362,343,552",3.42%,USA,Analyze
783,YETI,"Yeti Holdings, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$7,359,290,847",0.00%,USA,Analyze
784,BYD,Boyd Gaming Corp,Common stocks,Mid cap,Consumer Discretionary,"$7,327,179,641",0.11%,USA,Analyze
785,JHG,Janus Henderson Group Plc,Common stocks,Mid cap,Financials,"$7,324,899,718",3.45%,USA,Analyze
786,HUN,Huntsman Corp,Common stocks,Mid cap,Materials,"$7,321,472,719",2.14%,USA,Analyze
787,NEWR,New Relic Inc,Common stocks,Mid cap,Information Technology,"$7,314,336,518",0.00%,USA,Analyze
788,ATUS,"Altice USA, Inc. Class A",Common stocks,Mid cap,Communication Services,"$7,310,830,065",0.00%,USA,Analyze
789,PLTK,Playtika Holding Corp.,Common stocks,Mid cap,Communication Services,"$7,295,585,423",0.00%,Israel,Analyze
790,PNFP,Pinnacle Financial Partners Inc,Common stocks,Mid cap,Financials,"$7,261,131,806",0.75%,USA,Analyze
791,BOKF,BOK Financial Corp,Common stocks,Mid cap,Financials,"$7,253,238,090",1.97%,USA,Analyze
792,STWD,Starwood Property Trust Inc,Mortgage REITs,Mid cap,Financials,"$7,212,553,174",7.47%,USA,Analyze
793,PVH,PVH Corp,Common stocks,Mid cap,Consumer Discretionary,"$7,196,499,983",0.04%,USA,Analyze
794,ZNGA,Zynga Inc,Common stocks,Mid cap,Communication Services,"$7,191,565,166",0.00%,USA,Analyze
795,CASY,Caseys General Stores Inc,Common stocks,Mid cap,Consumer Staples,"$7,176,100,324",0.71%,USA,Analyze
796,DCI,Donaldson Inc,Common stocks,Mid cap,Industrials,"$7,157,446,282",1.49%,USA,Analyze
797,VAC,Marriott Vacations Worldwide Corp,Common stocks,Mid cap,Consumer Discretionary,"$7,134,247,939",0.32%,USA,Analyze
798,WU,Western Union,Common stocks,Mid cap,Information Technology,"$7,115,517,670",5.22%,USA,Analyze
799,TSP,TuSimple Holdings Inc.,Common stocks,Mid cap,Industrials,"$7,086,605,922",0.00%,USA,Analyze
800,NTNX,Nutanix Inc Class A,Common stocks,Mid cap,Information Technology,"$7,074,836,943",0.00%,USA,Analyze
801,KSS,Kohls Corporation,Common stocks,Mid cap,Consumer Discretionary,"$7,069,229,600",1.96%,USA,Analyze
802,RUN,Sunrun Inc,Common stocks,Mid cap,Industrials,"$7,069,217,574",0.00%,USA,Analyze
803,AZEK,The AZEK Company Inc. Class A,Common stocks,Mid cap,Industrials,"$7,029,835,744",0.00%,USA,Analyze
804,LPX,Louisiana Pacific Corp,Common stocks,Mid cap,Materials,"$6,940,585,099",0.86%,USA,Analyze
805,SNV,Synovus Financial Corp,Common stocks,Mid cap,Financials,"$6,936,505,556",3.43%,USA,Analyze
806,WWD,Woodward Inc,Common stocks,Mid cap,Industrials,"$6,873,985,131",0.60%,USA,Analyze
807,RGLD,Royal Gold Inc,Common stocks,Mid cap,Materials,"$6,867,629,757",1.14%,USA,Analyze
808,IAA,"IAA, Inc.",Common stocks,Mid cap,Industrials,"$6,846,140,660",0.00%,USA,Analyze
809,MTZ,Mastec Inc,Common stocks,Mid cap,Industrials,"$6,838,167,118",0.00%,USA,Analyze
810,OHI,"Omega Healthcare Investors, Inc",REITs,Mid cap,Real Estate,"$6,815,541,959",9.12%,USA,Analyze
811,AMG,Affiliated Managers Group Inc,Common stocks,Mid cap,Financials,"$6,780,232,662",0.02%,USA,Analyze
812,ALGM,"Allegro MicroSystems, Inc.",Common stocks,Mid cap,Information Technology,"$6,776,175,086",0.00%,USA,Analyze
813,PPC,Pilgrims Pride Corp,Common stocks,Mid cap,Consumer Staples,"$6,771,742,756",0.00%,USA,Analyze
814,DKS,Dicks Sporting Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,761,598,614",1.48%,USA,Analyze
815,EXP,Eagle Materials Inc,Common stocks,Mid cap,Materials,"$6,761,227,550",0.45%,USA,Analyze
816,PLAN,"Anaplan, Inc.",Common stocks,Mid cap,Information Technology,"$6,758,472,439",0.00%,USA,Analyze
817,POST,Post Holdings Inc,Common stocks,Mid cap,Consumer Staples,"$6,739,357,347",0.00%,USA,Analyze
818,LSTR,Landstar System Inc,Common stocks,Mid cap,Industrials,"$6,703,681,363",0.52%,USA,Analyze
819,CVAC,CureVac N.V.,Common stocks,Mid cap,Health Care,"$6,676,549,506",0.00%,Germany,Analyze
820,ADT,ADT Inc.,Common stocks,Mid cap,Industrials,"$6,642,414,703",1.61%,USA,Analyze
821,CHNG,Change Healthcare Inc.,Common stocks,Mid cap,Health Care,"$6,631,734,277",0.00%,USA,Analyze
822,PB,Prosperity Bancshares Inc,Common stocks,Mid cap,Financials,"$6,630,346,863",2.74%,USA,Analyze
823,COHR,Coherent Inc,Common stocks,Mid cap,Information Technology,"$6,622,366,405",0.00%,USA,Analyze
824,OMF,Onemain Holdings Inc,Common stocks,Mid cap,Financials,"$6,594,081,190",4.99%,USA,Analyze
825,ALK,Alaska Air Group Inc,Common stocks,Mid cap,Industrials,"$6,593,847,350",0.00%,USA,Analyze
826,VVV,Valvoline Inc,Common stocks,Mid cap,Materials,"$6,578,276,895",1.36%,USA,Analyze
827,GPS,Gap Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,549,492,900",2.74%,USA,Analyze
828,SHC,Sotera Health Co,Common stocks,Mid cap,Health Care,"$6,546,697,274",0.00%,USA,Analyze
829,CFX,Colfax Corp,Common stocks,Mid cap,Industrials,"$6,540,598,634",0.00%,USA,Analyze
830,BPOP,Popular Inc,Common stocks,Mid cap,Financials,"$6,503,571,997",2.13%,USA,Analyze
831,PII,Polaris Industries Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,492,948,427",2.34%,USA,Analyze
832,EHC,Encompass Health Corp,Common stocks,Mid cap,Health Care,"$6,438,159,287",1.29%,USA,Analyze
833,REYN,Reynolds Consumer Products Inc.,Common stocks,Mid cap,Consumer Staples,"$6,414,475,234",2.97%,USA,Analyze
834,X,United States Steel Corporation,Common stocks,Mid cap,Materials,"$6,407,218,811",0.34%,USA,Analyze
835,NVT,Nvent Electric Plc,Common stocks,Mid cap,Industrials,"$6,403,118,717",1.82%,USA,Analyze
836,INGR,Ingredion Inc,Common stocks,Mid cap,Consumer Staples,"$6,374,807,645",2.65%,USA,Analyze
837,CHPT,"ChargePoint Holdings, Inc.",Common stocks,Mid cap,Industrials,"$6,355,720,397",0.00%,USA,Analyze
838,BEPC,Brookfield Renewable Corporation Class A,Common stocks,Mid cap,Utilities,"$6,314,709,386",3.68%,Canada,Analyze
839,EEFT,Euronet Worldwide Inc,Common stocks,Mid cap,Information Technology,"$6,256,567,443",0.00%,USA,Analyze
840,NXST,Nexstar Media Group Inc,Common stocks,Mid cap,Communication Services,"$6,255,950,043",1.82%,USA,Analyze
841,CACI,CACI International Inc,Common stocks,Mid cap,Industrials,"$6,217,129,897",0.00%,USA,Analyze
842,COLM,Columbia Sportswear,Common stocks,Mid cap,Consumer Discretionary,"$6,213,885,097",1.09%,USA,Analyze
843,WEX,Wex Inc,Common stocks,Mid cap,Information Technology,"$6,130,728,771",0.00%,USA,Analyze
844,DLB,Dolby Laboratories Inc Class A,Common stocks,Mid cap,Information Technology,"$6,126,104,429",0.96%,USA,Analyze
845,PRI,Primerica Inc,Common stocks,Mid cap,Financials,"$6,104,736,839",1.21%,USA,Analyze
846,MDU,MDU Resources Group Inc,Common stocks,Mid cap,Utilities,"$6,032,441,714",2.84%,USA,Analyze
847,EXEL,Exelixis Inc,Common stocks,Mid cap,Health Care,"$6,017,877,787",0.00%,USA,Analyze
848,CR,Crane,Common stocks,Mid cap,Industrials,"$5,992,510,121",1.67%,USA,Analyze
849,ASH,Ashland Global Inc,Common stocks,Mid cap,Materials,"$5,966,843,958",1.12%,USA,Analyze
850,ESI,Element Solutions Inc.,Common stocks,Mid cap,Materials,"$5,947,506,750",1.04%,USA,Analyze
851,CUZ,Cousins Properties Incorporated,REITs,Mid cap,Real Estate,"$5,925,218,235",3.05%,USA,Analyze
852,SRC,"Spirit Realty Capital, Inc",REITs,Mid cap,Real Estate,"$5,901,881,553",5.15%,USA,Analyze
853,MSA,MSA Safety Inc,Common stocks,Mid cap,Industrials,"$5,880,719,576",1.16%,USA,Analyze
854,GPK,Graphic Packaging Holding,Common stocks,Mid cap,Materials,"$5,871,735,194",1.56%,USA,Analyze
855,DEI,"Douglas Emmett, Inc",REITs,Mid cap,Real Estate,"$5,857,715,336",3.31%,USA,Analyze
856,IART,Integra Lifesciences Holdings Corp,Common stocks,Mid cap,Health Care,"$5,845,962,182",0.00%,USA,Analyze
857,NATI,National Instruments Corp,Common stocks,Mid cap,Information Technology,"$5,845,001,465",2.41%,USA,Analyze
858,NFG,National Fuel Gas,Common stocks,Mid cap,Utilities,"$5,825,221,927",2.78%,USA,Analyze
859,HAYW,"Hayward Holdings, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$5,822,832,303",0.00%,USA,Analyze
860,SKX,Skechers USA Inc,Common stocks,Mid cap,Consumer Discretionary,"$5,800,813,047",0.00%,USA,Analyze
861,HBI,Hanesbrands Inc,Common stocks,Mid cap,Consumer Discretionary,"$5,782,826,735",3.58%,USA,Analyze
862,FLO,Flowers Foods Inc,Common stocks,Mid cap,Consumer Staples,"$5,733,026,461",3.02%,USA,Analyze
863,RARE,Ultragenyx Pharmaceutical Inc,Common stocks,Mid cap,Health Care,"$5,703,814,988",0.00%,USA,Analyze
864,NYCB,New York Community Bancorp,Common stocks,Mid cap,Financials,"$5,682,554,164",5.45%,USA,Analyze
865,SLM,Sallie Mae,Common stocks,Mid cap,Financials,"$5,649,528,633",1.03%,USA,Analyze
866,MRVI,"Maravai LifeSciences Holdings, Inc",Common stocks,Mid cap,Health Care,"$5,643,522,163",0.00%,USA,Analyze
867,DRVN,Driven Brands Holdings Inc.,Common stocks,Mid cap,Industrials,"$5,625,634,574",0.00%,USA,Analyze
868,OZK,Bank of the Ozarks,Common stocks,Mid cap,Financials,"$5,616,865,577",2.43%,USA,Analyze
869,SON,Sonoco Products,Common stocks,Mid cap,Materials,"$5,607,549,345",3.12%,USA,Analyze
870,HOG,Harley Davidson Inc,Common stocks,Mid cap,Consumer Discretionary,"$5,599,994,145",1.64%,USA,Analyze
871,IDA,"IDACORP, Inc.",Common stocks,Mid cap,Utilities,"$5,568,936,645",2.59%,USA,Analyze
872,RYN,Rayonier Inc,REITs,Mid cap,Real Estate,"$5,568,205,079",2.71%,USA,Analyze
873,THO,Thor Industries Inc,Common stocks,Mid cap,Consumer Discretionary,"$5,565,192,013",1.65%,USA,Analyze
874,HHC,Howard Hughes Corp,Common stocks,Mid cap,Real Estate,"$5,518,870,988",0.00%,USA,Analyze
875,QDEL,Quidel Corp,Common stocks,Mid cap,Health Care,"$5,498,553,453",0.00%,USA,Analyze
876,SRCL,Stericycle Inc,Common stocks,Mid cap,Industrials,"$5,496,164,666",0.00%,USA,Analyze
877,AWI,Armstrong World Industries Inc,Common stocks,Mid cap,Industrials,"$5,485,344,342",0.74%,USA,Analyze
878,TMX,"Terminix Global Holdings, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$5,461,890,997",0.00%,USA,Analyze
879,CW,Curtiss Wright Corp,Common stocks,Mid cap,Industrials,"$5,408,408,678",0.51%,USA,Analyze
880,NCNO,"nCino, Inc.",Common stocks,Mid cap,Information Technology,"$5,392,813,061",0.00%,USA,Analyze
881,MCW,"Mister Car Wash, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$5,384,849,621",0.00%,USA,Analyze
882,EVR,Evercore Inc. Class A,Common stocks,Mid cap,Financials,"$5,382,311,069",1.91%,USA,Analyze
883,DV,"DoubleVerify Holdings, Inc.",Common stocks,Mid cap,Information Technology,"$5,339,757,369",0.00%,USA,Analyze
884,AMBP,Ardagh Metal Packaging S.A.,Common stocks,Mid cap,Materials,"$5,333,022,577",0.00%,Luxembourg,Analyze
885,ACHC,Acadia Healthcare Company Inc,Common stocks,Mid cap,Health Care,"$5,326,886,536",0.00%,USA,Analyze
886,LEG,Leggett & Platt Inc,Common stocks,Mid cap,Consumer Discretionary,"$5,325,751,516",4.10%,USA,Analyze
887,CRUS,Cirrus Logic Inc,Common stocks,Mid cap,Information Technology,"$5,323,936,114",0.00%,USA,Analyze
888,PRGO,Perrigo Plc,Common stocks,Mid cap,Health Care,"$5,317,511,770",2.39%,USA,Analyze
889,NOV,National Oilwell Varco Inc,Common stocks,Mid cap,Energy,"$5,317,315,861",0.37%,USA,Analyze
890,CC,Chemours Company,Common stocks,Mid cap,Materials,"$5,306,005,146",3.04%,USA,Analyze
891,AMED,Amedisys Inc,Common stocks,Mid cap,Health Care,"$5,303,762,499",0.00%,USA,Analyze
892,CLH,Clean Harbors Inc,Common stocks,Mid cap,Industrials,"$5,275,798,767",0.00%,USA,Analyze
893,HFC,HollyFrontier Corp,Common stocks,Mid cap,Energy,"$5,274,627,788",1.08%,USA,Analyze
894,FCN,FTI Consulting Inc,Common stocks,Mid cap,Industrials,"$5,272,880,455",0.00%,USA,Analyze
895,PACW,Pacwest Bancorp,Common stocks,Mid cap,Financials,"$5,256,667,757",2.21%,USA,Analyze
896,NCR,NCR Corp,Common stocks,Mid cap,Information Technology,"$5,244,360,000",0.00%,USA,Analyze
897,MAN,Manpower Inc,Common stocks,Mid cap,Industrials,"$5,239,573,664",2.59%,USA,Analyze
898,NFE,New Fortress Energy LLC - Class A,Common stocks,Mid cap,Energy,"$5,237,777,287",1.57%,USA,Analyze
899,VMI,Valmont Inds Inc,Common stocks,Mid cap,Industrials,"$5,234,096,263",0.81%,USA,Analyze
900,SAM,Boston Beer Inc Class A,Common stocks,Mid cap,Consumer Staples,"$5,226,396,200",0.00%,USA,Analyze
901,PYCR,Paycor HCM Inc,Common stocks,Mid cap,Information Technology,"$5,222,431,296",0.00%,USA,Analyze
902,WEN,Wendys,Common stocks,Mid cap,Consumer Discretionary,"$5,206,972,595",1.81%,USA,Analyze
903,TKR,Timken,Common stocks,Mid cap,Industrials,"$5,196,378,216",1.73%,USA,Analyze
904,VNT,Vontier Corporation,Common stocks,Mid cap,Information Technology,"$5,191,820,531",0.24%,USA,Analyze
905,WTFC,Wintrust Financial Corp,Common stocks,Mid cap,Financials,"$5,187,095,501",1.36%,USA,Analyze
906,NRZ,New Residential Investment Corp,Mortgage REITs,Mid cap,Financials,"$5,132,379,120",7.51%,USA,Analyze
907,LAZ,"Lazard, LTD.",Common stocks,Mid cap,Financials,"$5,092,516,670",3.09%,USA,Analyze
908,WBS,Webster Financial Corp,Common stocks,Mid cap,Financials,"$5,091,083,254",2.82%,USA,Analyze
909,ICUI,ICU Medical Inc,Common stocks,Mid cap,Health Care,"$5,078,060,962",0.00%,USA,Analyze
910,AL,Air Lease Corp,Common stocks,Mid cap,Industrials,"$5,071,288,481",1.49%,USA,Analyze
911,UNM,Unum Group,Common stocks,Mid cap,Financials,"$5,027,506,819",4.68%,USA,Analyze
912,TFSL,TFS Financial Corp,Common stocks,Mid cap,Financials,"$5,008,882,602",6.17%,USA,Analyze
913,STL,Sterling Bancorp,Common stocks,Mid cap,Financials,"$4,989,022,858",1.08%,USA,Analyze
914,PINC,Premier Inc Class A,Common stocks,Mid cap,Health Care,"$4,974,338,630",1.90%,USA,Analyze
915,CDK,CDK Global Inc,Common stocks,Mid cap,Information Technology,"$4,869,482,370",1.45%,USA,Analyze
916,SLG,SL Green Realty Corp,REITs,Mid cap,Real Estate,"$4,832,345,876",4.79%,USA,Analyze
917,TDC,Teradata Corp,Common stocks,Mid cap,Information Technology,"$4,821,740,000",0.00%,USA,Analyze
918,H,Hyatt Hotels Corp Class A,Common stocks,Mid cap,Consumer Discretionary,"$4,813,823,213",0.00%,USA,Analyze
919,CNM,"Core & Main, Inc.",Common stocks,Mid cap,Industrials,"$4,794,011,472",0.00%,USA,Analyze
920,JAMF,Jamf Holding Corp.,Common stocks,Mid cap,Information Technology,"$4,790,373,818",2.88%,USA,Analyze
921,NCLH,Norwegian Cruise Line Holdings Ltd,Common stocks,Mid cap,Consumer Discretionary,"$4,757,886,000",0.00%,USA,Analyze
922,UNVR,"Univar Solutions, Inc.",Common stocks,Mid cap,Industrials,"$4,747,497,051",0.00%,USA,Analyze
923,SAIC,Science Applications International,Common stocks,Mid cap,Industrials,"$4,743,216,288",2.21%,USA,Analyze
924,CERT,"Certara, Inc.",Common stocks,Mid cap,Health Care,"$4,742,480,705",0.00%,USA,Analyze
925,TNL,Travel & Leisure Co.,Common stocks,Mid cap,Consumer Discretionary,"$4,710,732,128",2.27%,USA,Analyze
926,MCFE,McAfee Corp.,Common stocks,Mid cap,Information Technology,"$4,707,109,416",1.20%,USA,Analyze
927,MTG,MGIC Investment Corp,Common stocks,Mid cap,Financials,"$4,691,646,491",1.93%,USA,Analyze
928,THG,Hanover Insurance Group Inc,Common stocks,Mid cap,Financials,"$4,659,588,492",2.16%,USA,Analyze
929,DTM,"DT Midstream, Inc.",Common stocks,Mid cap,Energy,"$4,644,125,693",1.25%,USA,Analyze
930,JBLU,Jetblue Airways Corp,Common stocks,Mid cap,Industrials,"$4,630,524,371",0.00%,USA,Analyze
931,SLGN,Silgan Holdings Inc,Common stocks,Mid cap,Materials,"$4,623,980,391",1.33%,USA,Analyze
932,SPR,Spirit Aerosystems Inc,Common stocks,Mid cap,Industrials,"$4,615,778,274",0.09%,USA,Analyze
933,GTES,Gates Industrial Corporation Plc,Common stocks,Mid cap,Industrials,"$4,609,656,919",0.00%,USA,Analyze
934,HIW,"Highwoods Properties, Inc",REITs,Mid cap,Real Estate,"$4,603,293,034",4.37%,USA,Analyze
935,PK,Park Hotels & Resorts Inc,REITs,Mid cap,Real Estate,"$4,580,601,697",0.00%,USA,Analyze
936,HLF,Herbalife Ltd,Common stocks,Mid cap,Consumer Staples,"$4,567,174,646",0.00%,USA,Analyze
937,STNE,Stoneco Ltd. - Class A,Common stocks,Mid cap,Information Technology,"$4,552,023,585",0.00%,Brazil,Analyze
938,SEB,Seaboard Corp,Common stocks,Mid cap,Consumer Staples,"$4,540,120,079",0.23%,USA,Analyze
939,LESL,"Leslies, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$4,527,188,632",0.00%,USA,Analyze
940,AXS,Axis Capital Holdings Ltd,Common stocks,Mid cap,Financials,"$4,481,968,442",3.14%,USA,Analyze
941,HE,Hawaiian Electric Industries Inc,Common stocks,Mid cap,Utilities,"$4,447,865,973",3.30%,USA,Analyze
942,WOOF,"Petco Health and Wellness Company, Inc. - Class A",Common stocks,Mid cap,Consumer Discretionary,"$4,444,052,714",0.00%,USA,Analyze
943,FSLY,"Fastly, Inc. Class A",Common stocks,Mid cap,Information Technology,"$4,435,625,000",0.00%,USA,Analyze
944,BWXT,BWX Technologies Inc,Common stocks,Mid cap,Industrials,"$4,422,007,105",1.74%,USA,Analyze
945,IONS,Ionis Pharmaceuticals Inc,Common stocks,Mid cap,Health Care,"$4,404,340,368",0.00%,USA,Analyze
946,MSP,Datto Holding Corp.,Common stocks,Mid cap,Information Technology,"$4,399,722,382",8.90%,USA,Analyze
947,CHGG,Chegg Inc,Common stocks,Mid cap,Consumer Discretionary,"$4,389,007,605",0.00%,USA,Analyze
948,HXL,Hexcel Corp,Common stocks,Mid cap,Industrials,"$4,362,507,084",0.00%,USA,Analyze
949,SPB,Spectrum Brands Holdings Inc,Common stocks,Mid cap,Consumer Staples,"$4,334,066,944",1.64%,USA,Analyze
950,VSCO,Victorias Secret & Co.,Common stocks,Mid cap,Consumer Discretionary,"$4,314,473,500",0.00%,USA,Analyze
951,R,Ryder System Inc,Common stocks,Mid cap,Industrials,"$4,312,642,884",2.81%,USA,Analyze
952,MNDT,"Mandiant, Inc.",Common stocks,Mid cap,Information Technology,"$4,264,577,626",0.00%,USA,Analyze
953,FL,Foot Locker Inc,Common stocks,Mid cap,Consumer Discretionary,"$4,234,545,412",2.00%,USA,Analyze
954,BYND,"Beyond Meat, Inc.",Common stocks,Mid cap,Consumer Staples,"$4,222,234,404",0.00%,USA,Analyze
955,BHF,Brighthouse Financial,Common stocks,Mid cap,Financials,"$4,218,431,666",0.00%,USA,Analyze
956,CRI,Carters Inc,Common stocks,Mid cap,Consumer Discretionary,"$4,214,744,679",1.40%,USA,Analyze
957,KD,"Kyndryl Holdings, Inc.",Common stocks,Mid cap,Information Technology,"$4,211,516,210",0.00%,USA,Analyze
958,UMPQ,Umpqua Holdings Corp,Common stocks,Mid cap,Financials,"$4,178,706,011",4.29%,USA,Analyze
959,HRB,H&R Block Inc,Common stocks,Mid cap,Consumer Discretionary,"$4,144,854,383",4.46%,USA,Analyze
960,SWCH,"Switch, Inc. Class A",Common stocks,Mid cap,Information Technology,"$4,129,302,041",0.71%,USA,Analyze
961,FRPT,Freshpet Inc,Common stocks,Mid cap,Consumer Staples,"$4,121,661,885",0.00%,USA,Analyze
962,AVT,Avnet Inc,Common stocks,Mid cap,Information Technology,"$4,097,873,102",2.18%,USA,Analyze
963,XRX,Xerox Corp,Common stocks,Mid cap,Information Technology,"$4,055,793,912",4.33%,USA,Analyze
964,FLS,Flowserve Corp,Common stocks,Mid cap,Industrials,"$3,991,401,562",1.95%,USA,Analyze
965,MSM,MSC Industrial Inc Class A,Common stocks,Mid cap,Industrials,"$3,983,521,503",3.50%,USA,Analyze
966,DCT,Duck Creek Technologies,Common stocks,Mid cap,Information Technology,"$3,974,601,998",0.00%,USA,Analyze
967,HAIN,Hain Celestial Group Inc,Common stocks,Mid cap,Consumer Staples,"$3,964,854,594",0.00%,USA,Analyze
968,FIGS,"FIGS, Inc.",Common stocks,Mid cap,Health Care,"$3,961,403,839",0.00%,USA,Analyze
969,DSEY,"Diversey Holdings, Ltd.",Common stocks,Mid cap,Materials,"$3,919,507,574",0.00%,USA,Analyze
970,FNB,FNB Corp,Common stocks,Mid cap,Financials,"$3,874,974,082",3.89%,USA,Analyze
971,ADPT,Adaptive Biotechnologies Corporation,Common stocks,Mid cap,Health Care,"$3,793,623,967",0.00%,USA,Analyze
972,AYX,Alteryx Inc Class A,Common stocks,Mid cap,Information Technology,"$3,788,551,846",0.00%,USA,Analyze
973,HPP,"Hudson Pacific Properties, Inc",REITs,Mid cap,Real Estate,"$3,779,941,916",3.98%,USA,Analyze
974,JBGS,JBG Smith Properties,REITs,Mid cap,Real Estate,"$3,736,088,323",2.33%,USA,Analyze
975,NEU,Newmarket Corp,Common stocks,Mid cap,Materials,"$3,685,524,045",2.29%,USA,Analyze
976,SIX,Six Flags Entertainment Corp,Common stocks,Mid cap,Consumer Discretionary,"$3,685,235,709",0.00%,USA,Analyze
977,ALSN,Allison Transmission Holdings Inc,Common stocks,Mid cap,Industrials,"$3,650,152,123",2.15%,USA,Analyze
978,SPCE,"Virgin Galactic Holdings, Inc.",Common stocks,Mid cap,Industrials,"$3,630,217,739",0.00%,USA,Analyze
979,KMPR,Kemper Corp,Common stocks,Mid cap,Financials,"$3,594,493,042",2.18%,USA,Analyze
980,KEX,Kirby Corp,Common stocks,Mid cap,Industrials,"$3,591,632,250",0.00%,USA,Analyze
981,EPR,EPR Properties,REITs,Mid cap,Real Estate,"$3,554,006,122",2.60%,USA,Analyze
982,JWN,Nordstrom Inc,Common stocks,Mid cap,Consumer Discretionary,"$3,528,791,987",0.00%,USA,Analyze
983,FHB,First Hawaiian Inc,Common stocks,Mid cap,Financials,"$3,479,410,806",3.80%,USA,Analyze
984,LOPE,Grand Canyon Education Inc,Common stocks,Mid cap,Consumer Discretionary,"$3,439,918,511",0.00%,USA,Analyze
985,MSGS,Madison Square Garden Sports Corp. Class A,Common stocks,Mid cap,Communication Services,"$3,420,701,534",0.00%,USA,Analyze
986,AGO,Assured Guaranty Ltd,Common stocks,Mid cap,Financials,"$3,415,703,582",1.79%,USA,Analyze
987,TRIP,TripAdvisor Inc,Common stocks,Mid cap,Communication Services,"$3,415,377,514",20.85%,USA,Analyze
988,ADS,Alliance Data Systems Corp,Common stocks,Mid cap,Information Technology,"$3,387,876,667",1.06%,USA,Analyze
989,BOH,Bank Of Hawaii Corp.,Common stocks,Mid cap,Financials,"$3,385,016,454",3.22%,USA,Analyze
